FromId:START_ID¿ ToId:END_ID¿ RelationLabel:TYPE¿ RelationType¿ Arguments
262¿ 264¿ "AST_parentOf"¿ "property"¿ {"kwarg":"document"}
267¿ 268¿ "AST_parentOf"¿ "test"¿ {"kwarg":"bonitaIframe"}
267¿ 269¿ "AST_parentOf"¿ "consequent"¿ {}
269¿ 270¿ "AST_parentOf"¿ "body"¿ {"arg":0}
270¿ 271¿ "AST_parentOf"¿ "expression"¿ {}
271¿ 272¿ "AST_parentOf"¿ "callee"¿ {}
272¿ 273¿ "AST_parentOf"¿ "object"¿ {}
272¿ 276¿ "AST_parentOf"¿ "property"¿ {"kwarg":"focus"}
273¿ 274¿ "AST_parentOf"¿ "object"¿ {"kwarg":"bonitaIframe"}
273¿ 275¿ "AST_parentOf"¿ "property"¿ {"kwarg":"contentWindow"}
1¿ 2¿ "CFG_parentOf"¿ "Epsilon"¿ "normal"
2¿ 128¿ "CFG_parentOf"¿ "Epsilon"¿ "normal"
128¿ 277¿ "CFG_parentOf"¿ "Epsilon"¿ "exit"
5¿ 6¿ "CFG_parentOf"¿ "Epsilon"¿ "normal"
6¿ 8¿ "CFG_parentOf"¿ "Epsilon"¿ "normal"
8¿ 16¿ "CFG_parentOf"¿ "Epsilon"¿ "normal"
16¿ 24¿ "CFG_parentOf"¿ "Epsilon"¿ "normal"
24¿ 32¿ "CFG_parentOf"¿ "Epsilon"¿ "normal"
32¿ 78¿ "CFG_parentOf"¿ "Epsilon"¿ "normal"
78¿ 85¿ "CFG_parentOf"¿ "Epsilon"¿ "normal"
85¿ 92¿ "CFG_parentOf"¿ "Epsilon"¿ "normal"
92¿ 99¿ "CFG_parentOf"¿ "Epsilon"¿ "normal"
99¿ 278¿ "CFG_parentOf"¿ "Epsilon"¿ "exit"
5¿ 99¿ "PDG_parentOf"¿ "DataFlow"¿ "navdrawerContainer"
8¿ 99¿ "PDG_parentOf"¿ "DataFlow"¿ "navdrawerContainer"
5¿ 92¿ "PDG_parentOf"¿ "DataFlow"¿ "menuBtn"
24¿ 92¿ "PDG_parentOf"¿ "DataFlow"¿ "menuBtn"
5¿ 78¿ "PDG_parentOf"¿ "DataFlow"¿ "main"
32¿ 78¿ "PDG_parentOf"¿ "DataFlow"¿ "main"
5¿ 85¿ "PDG_parentOf"¿ "DataFlow"¿ "main"
32¿ 85¿ "PDG_parentOf"¿ "DataFlow"¿ "main"
42¿ 43¿ "CFG_parentOf"¿ "Epsilon"¿ "normal"
43¿ 51¿ "CFG_parentOf"¿ "Epsilon"¿ "normal"
51¿ 279¿ "CFG_parentOf"¿ "Epsilon"¿ "exit"
61¿ 62¿ "CFG_parentOf"¿ "Epsilon"¿ "normal"
62¿ 70¿ "CFG_parentOf"¿ "Epsilon"¿ "normal"
70¿ 280¿ "CFG_parentOf"¿ "Epsilon"¿ "exit"
107¿ 109¿ "CFG_parentOf"¿ "Epsilon"¿ "normal"
109¿ 125¿ "CFG_parentOf"¿ "Cond_True"¿ "normal"
109¿ 281¿ "CFG_parentOf"¿ "Cond_False"¿ "exit"
125¿ 281¿ "CFG_parentOf"¿ "Epsilon"¿ "exit"
132¿ 133¿ "CFG_parentOf"¿ "Epsilon"¿ "normal"
133¿ 282¿ "CFG_parentOf"¿ "Epsilon"¿ "exit"
143¿ 145¿ "CFG_parentOf"¿ "Epsilon"¿ "normal"
145¿ 151¿ "CFG_parentOf"¿ "Cond_True"¿ "normal"
145¿ 156¿ "CFG_parentOf"¿ "Cond_False"¿ "normal"
